workbook_role,workbook,sheet,cell,formula,cached_value,cached_value_available
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),W143,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B143)/1000000",1436.63218838,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),X143,=T143+U143+V143+W143,48319.93051273,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Y143,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B143)/1000000",31278.489083670003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Z143,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B143)/1000000",2698.12035975,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AA143,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Diesel"",DataYear,$B143)/1000000",6316.0567088,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AB143,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B143)/1000000",1815.4393063900004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AC143,=Y143+Z143+AA143+AB143,42108.10545861001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AD143,=(K143+K142)/2,0.7897590687150017,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AE143,=(K143-K142)/AD143,0.023255969682141362,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),C144,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B144)/1000000",38588.577453629994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D144,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B144)/1000000",2875.9481621899995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E144,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""*Diesel*"",DataYear,$B144)/1000000",5912.76611959,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F144,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""*petrol*"",DataYear,$B144)/1000000",12726.558239399996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),I144,=E144+F144,18639.324358989994,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),J144,=C144+D144+E144,47377.29173540999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),K144,=C144/J144,0.8144952157488716,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),L144,=(K144-K143)*100,1.555284055475381,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),M144,=K144/K143-1,0.019466786388661506,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),N144,=1-K144/$C$105,0.11514750805946028,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),O144,=$C$106*N144,0.021265999813259988,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),P144,=T144/X144,0.8517327434021388,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Q144,=Y144/AC144,0.7610222615160078,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),R144,=$C$105/(1+EXP(-$C$106*(B144+0.5-$C$107))),0.8221810200608636,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),T144,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B144)/1000000",42272.54989657,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),U144,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B144)/1000000",3049.4386815,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),V144,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Diesel"",DataYear,$B144)/1000000",2911.84772273,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),W144,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B144)/1000000",1397.40099051,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),X144,=T144+U144+V144+W144,49631.237291310004,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Y144,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B144)/1000000",33107.742510660006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Z144,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B144)/1000000",2600.81142835,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AA144,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Diesel"",DataYear,$B144)/1000000",5995.2601775699995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AB144,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B144)/1000000",1800.48816849,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AC144,=Y144+Z144+AA144+AB144,43504.30228507001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AD144,=(K144+K143)/2,0.8067187954714947,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AE144,=(K144-K143)/AD144,0.01927913498738281,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),C145,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B145)/1000000",40287.42026616001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D145,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B145)/1000000",2757.737300650001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E145,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""*Diesel*"",DataYear,$B145)/1000000",5581.681286890001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F145,"=SUMIFS(VKT_km,Scenario,""Base_EV"",VehicleType,""L?V"",PowerType,""*petrol*"",DataYear,$B145)/1000000",11722.364867340006,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),I145,=E145+F145,17304.046154230007,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),J145,=C145+D145+E145,48626.83885370001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),K145,=C145/J145,0.8285017331142953,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),L145,=(K145-K144)*100,1.4006517365423687,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),M145,=K145/K144-1,0.01719656186383567,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),N145,=1-K145/$C$105,0.09993108744143564,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),O145,=$C$106*N145,0.018455757512103984,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),P145,=T145/X145,0.8642514287431988,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Q145,=Y145/AC145,0.7773572638204361,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),R145,=$C$105/(1+EXP(-$C$106*(B145+0.5-$C$107))),0.8372598286196808,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),T145,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B145)/1000000",43935.245197569995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),U145,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B145)/1000000",2914.4338799199995,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),V145,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Diesel"",DataYear,$B145)/1000000",2637.7286410799998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),W145,"=SUMIFS(VKT_km,Scenario,""Fast_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B145)/1000000",1348.7769105500001,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),X145,=T145+U145+V145+W145,50836.18462911999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Y145,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Electric"",DataYear,$B145)/1000000",34823.42358968999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),Z145,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Petrol plug-in"",DataYear,$B145)/1000000",2505.4331240799993,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AA145,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Diesel"",DataYear,$B145)/1000000",5693.683749839998,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AB145,"=SUMIFS(VKT_km,Scenario,""Slow_EV"",VehicleType,""L?V"",PowerType,""Hybrid diesel"",DataYear,$B145)/1000000",1774.6528095900003,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AC145,=Y145+Z145+AA145+AB145,44797.19327319999,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AD145,=(K145+K144)/2,0.8214984744315834,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),AE145,=(K145-K144)/AD145,0.017049961504937875,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),C148,"=RSQ(AE120:AE145,AD120:AD145)",0.9525105818966445,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),C149,"=INTERCEPT(AE120:AE145,AD120:AD145)",0.18943053341819233,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D149,=C106,0.18468484617381886,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),C150,"=-INTERCEPT(AE120:AE145,AD120:AD145)/SLOPE(AE120:AE145,AD120:AD145)",0.907314302990309,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D150,=C105,0.920487,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D154,=(K119+K120)/2,0.07213193635415513,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E154,=$C$105/(1+EXP(-$C$106*(B154-$C$107))),0.07649602657482965,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F154,=(C154-D154)*100,-1.147693635415513,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G154,=(C154-E154)*100,-1.584102657482965,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D155,=(K120+K121)/2,0.08430036518255071,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E155,=$C$105/(1+EXP(-$C$106*(B155-$C$107))),0.09048711037142951,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F155,=(C155-D155)*100,-0.2263365182550714,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G155,=(C155-E155)*100,-0.8450110371429509,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D156,=(K121+K122)/2,0.10082840106931855,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E156,=$C$105/(1+EXP(-$C$106*(B156-$C$107))),0.10671360288721339,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F156,=(C156-D156)*100,0.14065989306814575,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G156,=(C156-E156)*100,-0.44786028872133843,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D157,=(K122+K123)/2,0.12236195165219996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E157,=$C$105/(1+EXP(-$C$106*(B157-$C$107))),0.1254102311344626,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F157,=(C157-D157)*100,-0.20219516521999548,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G157,=(C157-E157)*100,-0.5070231134462588,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D158,=(K123+K124)/2,0.14713046571244692,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E158,=$C$105/(1+EXP(-$C$106*(B158-$C$107))),0.14679169212747306,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F158,=(C158-D158)*100,-0.6739465712446935,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G158,=(C158-E158)*100,-0.6400692127473073,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D159,=(K124+K125)/2,0.17298897219754772,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E159,=$C$105/(1+EXP(-$C$106*(B159-$C$107))),0.1710343440376188,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F159,=(C159-D159)*100,-1.2588972197547732,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G159,=(C159-E159)*100,-1.0634344037618815,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D160,=(K125+K126)/2,0.1994586286329576,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E160,=$C$105/(1+EXP(-$C$106*(B160-$C$107))),0.19825475310719218,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F160,=(C160-D160)*100,-1.382462863295761,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G160,=(C160-E160)*100,-1.2620753107192184,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D161,=(K126+K127)/2,0.22707498124831432,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E161,=$C$105/(1+EXP(-$C$106*(B161-$C$107))),0.2284865813320561,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F161,=(C161-D161)*100,-1.4949981248314315,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G161,=(C161-E161)*100,-1.6361581332056092,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D162,=(K127+K128)/2,0.2568373009156358,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E162,=$C$105/(1+EXP(-$C$106*(B162-$C$107))),0.2616582768636417,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F162,=(C162-D162)*100,-1.6085300915635785,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G162,=(C162-E162)*100,-2.0906276863641686,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D163,=(K128+K129)/2,0.2901360450083459,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E163,=$C$105/(1+EXP(-$C$106*(B163-$C$107))),0.2975749150308079,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F163,=(C163-D163)*100,-1.6891045008345873,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G163,=(C163-E163)*100,-2.432991503080789,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D164,=(K129+K130)/2,0.32715083645350607,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E164,=$C$105/(1+EXP(-$C$106*(B164-$C$107))),0.33590801676021115,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F164,=(C164-D164)*100,-1.7548836453506078,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G164,=(C164-E164)*100,-2.630601676021116,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D165,=(K130+K131)/2,0.3675104521217286,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E165,=$C$105/(1+EXP(-$C$106*(B165-$C$107))),0.37619690175574655,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F165,=(C165-D165)*100,-1.8143452121728632,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G165,=(C165-E165)*100,-2.6829901755746564,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D166,=(K131+K132)/2,0.4110119471849548,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E166,=$C$105/(1+EXP(-$C$106*(B166-$C$107))),0.41786389029412974,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F166,=(C166-D166)*100,-1.8352947184954838,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G166,=(C166-E166)*100,-2.5204890294129756,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D167,=(K132+K133)/2,0.45657000051958263,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E167,=$C$105/(1+EXP(-$C$106*(B167-$C$107))),0.4602435,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F167,=(C167-D167)*100,-1.838500051958264,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G167,=(C167-E167)*100,-2.2058500000000034,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D168,=(K133+K134)/2,0.503171468126896,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E168,=$C$105/(1+EXP(-$C$106*(B168-$C$107))),0.5026231097058702,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F168,=(C168-D168)*100,-1.8104468126895923,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G168,=(C168-E168)*100,-1.7556109705870182,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D169,=(K134+K135)/2,0.5500089921988689,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E169,=$C$105/(1+EXP(-$C$106*(B169-$C$107))),0.5442900982442536,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F169,=(C169-D169)*100,-1.7358992198868939,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G169,=(C169-E169)*100,-1.1640098244253605,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D170,=(K135+K136)/2,0.594783033915147,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E170,=$C$105/(1+EXP(-$C$106*(B170-$C$107))),0.584578983239789,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F170,=(C170-D170)*100,-1.6350033915147,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G170,=(C170-E170)*100,-0.6145983239788988,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D171,=(K136+K137)/2,0.6350983157821397,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E171,=$C$105/(1+EXP(-$C$106*(B171-$C$107))),0.6229120849691921,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F171,=(C171-D171)*100,-1.3734315782139683,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G171,=(C171-E171)*100,-0.15480849691921206,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D172,=(K137+K138)/2,0.6702731927921013,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E172,=$C$105/(1+EXP(-$C$106*(B172-$C$107))),0.6588287231363584,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),F172,=(C172-D172)*100,-1.1117192792101327,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),G172,=(C172-E172)*100,0.03272768636415346,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),D173,=(K138+K139)/2,0.7001388632777455,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,S-curve analysis (F&F),E173,=$C$105/(1+EXP(-$C$106*(B173-$C$107))),0.692000418667944,True
