engine,source_path,series_id,FY,value,unit,formula,value_status,forecast_segment
ar1,Current finalist Base case,gross_ruc_revenue,2039,6219.194104716506,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2040,6720.5561492399975,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2041,7262.429523721752,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2042,7841.65023107432,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2043,8438.020253157852,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2044,9030.755710993195,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2045,9627.563379346913,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2046,10249.28824545285,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2047,10892.019632482095,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2048,11560.203131416423,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2049,12219.923523180367,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,gross_ruc_revenue,2050,12852.587260666656,$m nominal ex GST,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2031,106.53370251036,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2032,127.653005544349,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2033,151.986120839442,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2034,178.04024478685,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2035,205.343859461655,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2036,235.604382962282,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2037,268.170316374363,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2038,303.047625648449,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2039,340.179175199459,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2040,378.858667428341,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2041,419.191239873399,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2042,473.099677684064,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2043,532.22886177439,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2044,597.841435231306,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2045,669.871523096138,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2046,748.576862526381,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2047,833.62655925199,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2048,924.931722907332,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2049,1021.87987712656,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_km,2050,1122.35014741051,million km,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2031,41.0117467869006,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2032,51.1473679964819,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2033,63.2839809951267,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2034,76.9285191687259,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2035,91.9519535476318,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2036,109.203809524932,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2037,128.51123816134,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2038,149.985846124059,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2039,173.707393127976,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2040,199.41036530757,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2041,227.224707529575,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2042,263.876076225064,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2043,305.214624217451,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2044,352.233227602405,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2045,405.195236248007,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2046,464.56305799956,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2047,530.440747784838,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2048,603.069357311424,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2049,682.334740954331,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_bev_ruc_net_revenue,2050,767.053372995499,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2031,4243.077952193822,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2032,4274.356327077081,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2033,4301.483346364516,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2034,4330.449531757859,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2035,4358.359659743342,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2036,4383.287429204114,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2037,4406.816970445276,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2038,4431.545497042672,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2039,4456.807344134446,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2040,4482.507180988519,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2041,4508.10719717719,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2042,4532.805090841068,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2043,4558.856019389018,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2044,4585.482987228015,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2045,4612.571051808469,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2046,4640.124917236298,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2047,4668.153375396992,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2048,4696.665573810622,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2049,4725.670894176879,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_km,2050,4755.178954591507,million km,FY2030 Heavy anchor * raw long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2031,1633.4365038662957,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2032,1712.627721351614,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2033,1791.0516357592596,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2034,1871.122285929598,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2035,1951.6516638347684,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,heavy_ruc_net_revenue,2036,2031.6756398732493,$m nominal ex GST,extrapolated Heavy RUC km * BEFU26 effective rate,post_model_extrapolation,post_model_extrapolation
