scenario_name,fed_path,series_id,FY,value_before,value_after,abs_change,pct_change
middle_east_high__12c_no_uplift,Current planned path,net_fed_revenue,2028,1942.907282838335,1943.849173161648,0.9418903233129186,0.048478397895392066
middle_east_high__12c_no_uplift,Current planned path,net_fed_revenue,2029,2100.099990776144,2101.2790631849793,1.1790724088355091,0.056143631922961616
middle_east_high__12c_no_uplift,Current planned path,net_fed_revenue,2030,2190.4227188129935,2191.721063048227,1.298344235233344,0.05927368375438174
middle_east_high__12c_no_uplift,Current planned path,net_mvr_revenue,2026,425.1291935285918,425.1291935285918,0.0,0.0
middle_east_high__12c_no_uplift,Current planned path,net_mvr_revenue,2027,496.14975215044956,496.14975215044956,0.0,0.0
middle_east_high__12c_no_uplift,Current planned path,net_mvr_revenue,2028,490.25051027658566,490.25051027658566,0.0,0.0
middle_east_high__12c_no_uplift,Current planned path,net_mvr_revenue,2029,484.84310999369575,484.84310999369575,0.0,0.0
middle_east_high__12c_no_uplift,Current planned path,net_mvr_revenue,2030,479.8837182888595,479.8837182888595,0.0,0.0
middle_east_high__12c_no_uplift,Current planned path,total_nltf_net_revenue,2026,4472.24165548972,4473.096443900036,0.8547884103163597,0.01911319817137114
middle_east_high__12c_no_uplift,Current planned path,total_nltf_net_revenue,2027,4315.422402266814,4317.810575763857,2.3881734970427715,0.05534043424783416
middle_east_high__12c_no_uplift,Current planned path,total_nltf_net_revenue,2028,4584.832192023604,4586.964446523844,2.1322545002403785,0.04650670757263347
middle_east_high__12c_no_uplift,Current planned path,total_nltf_net_revenue,2029,5039.549412455939,5041.922963338628,2.3735508826885052,0.04709847425688392
middle_east_high__12c_no_uplift,Current planned path,total_nltf_net_revenue,2030,5355.364599253752,5359.090462086144,3.7258628323916128,0.06957253354721724
middle_east_high__12c_no_uplift,Current planned path,total_ruc_net_revenue,2026,2019.4943908052915,2019.6353016859025,0.14091088061104529,0.006977532656322744
middle_east_high__12c_no_uplift,Current planned path,total_ruc_net_revenue,2027,1934.3492999887596,1935.9855863495247,1.636286360765098,0.08459104882321958
middle_east_high__12c_no_uplift,Current planned path,total_ruc_net_revenue,2028,2134.1164992158588,2135.3068633927855,1.1903641769267779,0.05577784424440535
middle_east_high__12c_no_uplift,Current planned path,total_ruc_net_revenue,2029,2437.048411993275,2438.242890467128,1.194478473852996,0.04901332562679893
middle_east_high__12c_no_uplift,Current planned path,total_ruc_net_revenue,2030,2667.5002624590747,2669.9277810562335,2.4275185971587234,0.0910034998429908
middle_east_low,Current planned path,light_ruc_net_km,2026,12312.334209676526,12314.095623917608,1.7614142410820932,0.014306095100129432
middle_east_low,Current planned path,light_ruc_net_km,2027,11920.590079619627,11942.430544663272,21.840465043644144,0.18321630806669806
middle_east_low,Current planned path,light_ruc_net_km,2028,12653.1416921543,12668.310007518057,15.168315363756847,0.11987785905505273
